id,estatus,tipo_poblacion,codigo_postal,colonia,alcaldia,estado_civil,dependientes_ecconomicos,num_dependientes_economicos,ult_grado_estudios,estatus_estudios,profesion,tiempo_buscando_empleo
11431,APROBADO,POBLACION GENERAL,15530,MOCTEZUMA 2A SECCION,VENUSTIANO CARRANZA,SOLTER0-A,NO,0,LICENCIATURA,CONCLUIDO,LIC. EN COMERCIO Y NEGOCIOS,0 A 3 MESES
11432,APROBADO,POBLACION GENERAL,02440,PROVIDENCIA,AZCAPOTZALCO,SIN DATO,SIN DATO,SIN DATO,TECNICA/COMERCIAL,CONCLUIDO,SIN DATO,SIN DATO
11433,APROBADO,POBLACION GENERAL,15850,MAGDALENA MIXIUHCA,VENUSTIANO CARRANZA,CASADO-A,SI,3,BACHILLERATO,CONCLUIDO,SIN DATO,MAS DE 1 AÑO
11434,APROBADO,POBLACION GENERAL,08900,INFONAVIT IZTACALCO,IZTACALCO,SIN DATO,NO,0,BACHILLERATO,CONCLUIDO,SIN DATO,SIN DATO
11435,NO APROBADO,POBLACION GENERAL,15900,JARDIN BALBUENA,VENUSTIANO CARRANZA,CASADO-A,SI,4,LICENCIATURA,TRUNCO,SIN DATO,0 A 3 MESES
11436,APROBADO,POBLACION GENERAL,SIN DATO,ZONA ESCOLAR,GUSTAVO A MADERO,SIN DATO,SIN DATO,SIN DATO,TECNICA/COMERCIAL,CONCLUIDO,SIN DATO,SIN DATO
11437,APROBADO,POBLACION GENERAL,15400,ROMERO RUBIO,VENUSTIANO CARRANZA,SOLTER0-A,NO,0,BACHILLERATO,TRUNCO,SIN DATO,0 A 3 MESES
11438,NO APROBADO,POBLACION GENERAL,09780,LOMAS DE SAN LORENZO,IZTAPALAPA,SIN DATO,SIN DATO,SIN DATO,SECUNDARIA,TRUNCO,SIN DATO,SIN DATO
11439,APROBADO,POBLACION GENERAL,15400,ROMERO RUBIO,VENUSTIANO CARRANZA,CASADO-A,SI,2,SECUNDARIA,CONCLUIDO,SIN DATO,0 A 3 MESES
11440,NO APROBADO,POBLACION GENERAL,15290,10 DE MAYO,VENUSTIANO CARRANZA,SIN DATO,SIN DATO,SIN DATO,SECUNDARIA,CONCLUIDO,SIN DATO,SIN DATO
11441,APROBADO,POBLACION GENERAL,15280,PENITENCIARIA,VENUSTIANO CARRANZA,SOLTER0-A,SI,2,SECUNDARIA,CONCLUIDO,SIN DATO,MAS DE 1 AÑO
11442,APROBADO,POBLACION GENERAL,08100,AGRICOLA PANTITLAN,IZTACALCO,SIN DATO,SIN DATO,SIN DATO,LICENCIATURA,CONCLUIDO,SIN DATO,SIN DATO
11443,NO APROBADO,POBLACION GENERAL,15410,SIMON BOLIVAR,VENUSTIANO CARRANZA,CASADO-A,SI,2,TECNICA/COMERCIAL,CONCLUIDO,SIN DATO,3 A 6 MESES
11444,NO APROBADO,POBLACION GENERAL,15530,MOCTEZUMA 2A SECCION,GUSTAVO A MADERO,SIN DATO,NO,0,BACHILLERATO,CONCLUIDO,SIN DATO,SIN DATO
11445,APROBADO,POBLACION GENERAL,15000,GENERAL IGNACIO ZARAGOZA,VENUSTIANO CARRANZA,SOLTER0-A,SI,2,TECNICA/COMERCIAL,CONCLUIDO,SIN DATO,0 A 3 MESES
11446,NO APROBADO,POBLACION GENERAL,16050,BARRIO SAN MARCOS,XOCHIMILCO,SIN DATO,SIN DATO,SIN DATO,BACHILLERATO,CONCLUIDO,SIN DATO,SIN DATO
11447,APROBADO,POBLACION GENERAL,15610,CUCHILLA PANTITLAN,VENUSTIANO CARRANZA,SOLTER0-A,NO,0,LICENCIATURA,CONCLUIDO,PSICOLOGO,3 A 6 MESES
11448,NO APROBADO,POBLACION GENERAL,4440,CULHUACAN CTM SECCION V,COYOACAN,SIN DATO,SIN DATO,SIN DATO,PRIMARIA,CONCLUIDO,SIN DATO,SIN DATO
11449,APROBADO,POBLACION GENERAL,15730,4 ARBOLES,VENUSTIANO CARRANZA,SOLTER0-A,SI,3,LICENCIATURA,CONCLUIDO,LIC. EN ADMINISTRACION,0 A 3 MESES
11450,APROBADO,POBLACION GENERAL,14500,SAN MIGUEL TOPILEJO,TLALPAN,SIN DATO,SIN DATO,SIN DATO,LICENCIATURA,CONCLUIDO,SIN DATO,SIN DATO
11451,APROBADO,POBLACION GENERAL,15540,SANTA CRUZ AVIACION,VENUSTIANO CARRANZA,SOLTER0-A,NO,0,LICENCIATURA,CONCLUIDO,PSICOLOGA,0 A 3 MESES
11452,NO APROBADO,POBLACION GENERAL,09240,PROGRESISTA,IZTAPALAPA,SIN DATO,SIN DATO,SIN DATO,SECUNDARIA,CONCLUIDO,SIN DATO,SIN DATO
11453,APROBADO,POBLACION GENERAL,15850,MAGDALENA MIXIUHCA,VENUSTIANO CARRANZA,SOLTER0-A,SI,2,BACHILLERATO,CONCLUIDO,SIN DATO,0 A 3 MESES
11454,APROBADO,POBLACION GENERAL,04910,CARMEN SERDAN,COYOACAN,SIN DATO,SIN DATO,SIN DATO,LICENCIATURA,TRUNCO,SIN DATO,SIN DATO
11455,APROBADO,POBLACION GENERAL,15530,MOCTEZUMA 2A SECCION,VENUSTIANO CARRANZA,SOLTER0-A,SI,3,BACHILLERATO,CONCLUIDO,SIN DATO,0 A 3 MESES
11456,NO APROBADO,POBLACION GENERAL,10350,LOMAS DE SAN BERNABE,LA MAGDALENA CONTRERAS,SIN DATO,SIN DATO,SIN DATO,TECNICA/COMERCIAL,TRUNCO,SIN DATO,SIN DATO
11457,NO APROBADO,POBLACION GENERAL,15400,ROMERO RUBIO,VENUSTIANO CARRANZA,SOLTER0-A,NO,0,TECNICA/COMERCIAL,CONCLUIDO,SIN DATO,6 MESES A 1 AÑO
11458,APROBADO,POBLACION GENERAL,13280,AGRICOLA METROPOLITANA,TLAHUAC,SIN DATO,SIN DATO,SIN DATO,BACHILLERATO,CONCLUIDO,SIN DATO,SIN DATO
11459,APROBADO,POB. PRIOR. VICTIMAS DE DELITO,07550,PROVIDENCIA,GUSTAVO A MADERO,CASADO-A,SI,1,LICENCIATURA,CONCLUIDO,CONTADOR PUBLICO,0 A 3 MESES
11460,NO APROBADO,POBLACION GENERAL,7190,VALLE DE MADERO,GUSTAVO A MADERO,SIN DATO,SIN DATO,SIN DATO,BACHILLERATO,TRUNCO,SIN DATO,SIN DATO
11461,APROBADO,POB. PRIOR. VICTIMAS DE DELITO,09760,CONSEJO AGRARISTA MEXICANO,IZTAPALAPA,CASADO-A,NO,SIN DATO,SECUNDARIA,CONCLUIDO,SIN DATO,3 A 6 MESES
11462,NO APROBADO,POBLACION GENERAL,09319,CUCHILLA DEL MORAL,IZTAPALAPA,SIN DATO,SIN DATO,SIN DATO,BACHILLERATO,TRUNCO,SIN DATO,SIN DATO
11463,APROBADO,POB. PRIOR. VICTIMAS DE DELITO,09638,AMPLIACION EMILIANO ZAPATA,IZTAPALAPA,SOLTER0-A,SI,1,SECUNDARIA,CONCLUIDO,SIN DATO,0 A 3 MESES
11464,NO APROBADO,POB. PRIORITARIA AFECTADOS POR EL SISMO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,BACHILLERATO,CONCLUIDO,SIN DATO,SIN DATO
11465,APROBADO,POB. PRIOR. VICTIMAS DE DELITO,SIN DATO,QUIAHUATLA,COYOACAN,CASADO-A,SI,3,SECUNDARIA,CONCLUIDO,SIN DATO,0 A 3 MESES
11466,NO APROBADO,POBLACION GENERAL,4480,CULHUACAN CTM SECCION III,COYOACAN,SIN DATO,SIN DATO,SIN DATO,LICENCIATURA,TRUNCO,SIN DATO,SIN DATO
11467,APROBADO,POB. PRIOR. VICTIMAS DE DELITO,SIN DATO,BARRIO LAS FLORES,TLALPAN,SOLTER0-A,NO,SIN DATO,BACHILLERATO,CONCLUIDO,SIN DATO,0 A 3 MESES
11468,NO APROBADO,POBLACION GENERAL,1870,LOMAS DE LOS CEDROS,ALVARO OBREGON,SIN DATO,SIN DATO,SIN DATO,BACHILLERATO,TRUNCO,SIN DATO,SIN DATO
11469,APROBADO,POB. PRIOR. VICTIMAS DE DELITO,SIN DATO,SANTA CRUZ ACALPIXCA,IZTAPALAPA,SOLTER0-A,SI,1,LICENCIATURA,CONCLUIDO,ING ELECTRONICO,0 A 3 MESES
11470,NO APROBADO,POBLACION GENERAL,9520,SAN SEBASTIAN TECOLOXTITLA,IZTAPALAPA,SIN DATO,SIN DATO,SIN DATO,PRIMARIA,CONCLUIDO,SIN DATO,SIN DATO
11471,APROBADO,POB. PRIOR. VICTIMAS DE DELITO,SIN DATO,FUEGO NUEVO,IZTAPALAPA,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO
11472,APROBADO,POBLACION GENERAL,03020,NARVARTE PONIENTE,BENITO JUAREZ,SIN DATO,SIN DATO,SIN DATO,LICENCIATURA,CONCLUIDO,SIN DATO,SIN DATO
11473,APROBADO,POB. PRIOR. VICTIMAS DE DELITO,SIN DATO,BARRIO LA CONCEPCION TLACOAPA,CUAUHTEMOC,SOLTER0-A,SI,2,TECNICA/COMERCIAL,CONCLUIDO,ASISTENTE DE PROTOCOLO,0 A 3 MESES
11474,NO APROBADO,POBLACION GENERAL,10369,AMPLIACION LOMAS DE SAN BERNABE,LA MAGDALENA CONTRERAS,SIN DATO,SIN DATO,SIN DATO,SECUNDARIA,CONCLUIDO,SIN DATO,SIN DATO
11475,APROBADO,POB. PRIOR. VICTIMAS DE DELITO,SIN DATO,CRUZTITLA,GUSTAVO A MADERO,CASADO-A,SI,6,BACHILLERATO,TRUNCO,SIN DATO,0 A 3 MESES
11476,APROBADO,POBLACION GENERAL,9960,EL MOLINO TEZONCO,IZTAPALAPA,SOLTER0-A,SI,1,BACHILLERATO,CONCLUIDO,"AUXILIARES Y TECNICOS INDUSTRIALES, TOPOGRAFOS, MINEROS Y DIBUJANTES TECNICOS",SIN DATO
11477,APROBADO,POB. PRIOR. VICTIMAS DE DELITO,SIN DATO,SANTA CRUZ XOCHITEPEC,GUSTAVO A MADERO,SOLTER0-A,NO,0,SECUNDARIA,CONCLUIDO,SIN DATO,0 A 3 MESES
11478,NO APROBADO,POBLACION GENERAL,16080,BARRIO SAN CRISTOBAL,XOCHIMILCO,CASADO-A,SI,1,LICENCIATURA,TRUNCO,"AUXILIARES EN ADMINISTRACION, CONTABILIDAD Y FINANZAS",SIN DATO
11479,APROBADO,POB. PRIOR. VICTIMAS DE DELITO,SIN DATO,SANTA CRUZ XOCHITEPEC,GUSTAVO A MADERO,SOLTER0-A,NO,0,BACHILLERATO,CONCLUIDO,SIN DATO,0 A 3 MESES
11480,APROBADO,POBLACION GENERAL,2400,SAN JUAN TLIHUACA,AZCAPOTZALCO,SIN DATO,SIN DATO,SIN DATO,BACHILLERATO,TRUNCO,SIN DATO,SIN DATO
11481,APROBADO,POB. PRIOR. VICTIMAS DE DELITO,SIN DATO,AMPLIACION CASAS ALEMAN,GUSTAVO A MADERO,CASADO-A,NO,0,SECUNDARIA,CONCLUIDO,SIN DATO,0 A 3 MESES
11482,APROBADO,POBLACION GENERAL,16600,SAN GREGORIO ATLAPULCO,XOCHIMILCO,SIN DATO,SIN DATO,SIN DATO,BACHILLERATO,CONCLUIDO,SIN DATO,SIN DATO
11483,APROBADO,POB. PRIOR. VICTIMAS DE DELITO,SIN DATO,SAN ANDRES TETEPILCO,IZTAPALAPA,SOLTER0-A,SI,1,TECNICA/COMERCIAL,CONCLUIDO,SIN DATO,0 A 3 MESES
11484,NO APROBADO,POBLACION GENERAL,09780,LOMAS DE SAN LORENZO,IZTAPALAPA,SIN DATO,SIN DATO,SIN DATO,LICENCIATURA,CONCLUIDO,SIN DATO,SIN DATO
11485,APROBADO,POB. PRIOR. VICTIMAS DE DELITO,SIN DATO,DESARROLLO URBANO QUETZALCOATL,IZTAPALAPA,CASADO-A,SI,1,SECUNDARIA,CONCLUIDO,SIN DATO,0 A 3 MESES
11486,NO APROBADO,POBLACION GENERAL,15660,ARENAL 3A SECCION,VENUSTIANO CARRANZA,SIN DATO,SIN DATO,SIN DATO,BACHILLERATO,CONCLUIDO,SIN DATO,SIN DATO
11487,APROBADO,POBLACION GENERAL,16780,CERRILLOS SEGUNDA SECCION,XOCHIMILCO,SOLTER0-A,NO,SIN DATO,LICENCIATURA,CONCLUIDO,DISEÑO Y COMUNICACION VISUAL,0 A 3 MESES
11488,NO APROBADO,POBLACION GENERAL,06000,CENTRO (AREA 1),CUAUHTEMOC,SIN DATO,SIN DATO,SIN DATO,LICENCIATURA,CONCLUIDO,SIN DATO,SIN DATO
11489,APROBADO,POBLACION GENERAL,14370,VILLA LAZARO CARDENAS,TLALPAN,SOLTER0-A,SI,1,BACHILLERATO,TRUNCO,SIN DATO,0 A 3 MESES
11490,NO APROBADO,POBLACION GENERAL,06010,CENTRO (AREA 2),CUAUHTEMOC,SIN DATO,SIN DATO,SIN DATO,BACHILLERATO,TRUNCO,SIN DATO,SIN DATO
11491,APROBADO,POBLACION GENERAL,16510,TECACALANCO,XOCHIMILCO,SOLTER0-A,SI,1,BACHILLERATO,CONCLUIDO,SIN DATO,0 A 3 MESES
11492,NO APROBADO,POBLACION GENERAL,14260,BARRIO EL CAPULIN,TLALPAN,SIN DATO,SIN DATO,SIN DATO,BACHILLERATO,TRUNCO,SIN DATO,SIN DATO
11493,APROBADO,POBLACION GENERAL,16810,EL MIRADOR 2A SECCION,XOCHIMILCO,CASADO-A,SI,4,SECUNDARIA,CONCLUIDO,SIN DATO,6 MESES A 1 AÑO
11494,NO APROBADO,POBLACION GENERAL,15270,MORELOS,VENUSTIANO CARRANZA,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO,SIN DATO
11495,APROBADO,POBLACION GENERAL,16020,SANTA MARIA TEPEPAN,XOCHIMILCO,SOLTER0-A,NO,SIN DATO,LICENCIATURA,CONCLUIDO,ECONOMIA,0 A 3 MESES
11496,NO APROBADO,POBLACION GENERAL,9638,AMPLIACION EMILIANO ZAPATA,IZTAPALAPA,SIN DATO,SIN DATO,SIN DATO,TECNICA/COMERCIAL,CONCLUIDO,SIN DATO,SIN DATO
11497,APROBADO,POBLACION GENERAL,16200,SANTIAGO TEPALCATLALPAN,XOCHIMILCO,SOLTER0-A,SI,5,LICENCIATURA,CONCLUIDO,ARQUITECTO,0 A 3 MESES
11498,APROBADO,POBLACION GENERAL,16090,BARRIO XALTOCAN,XOCHIMILCO,SIN DATO,SIN DATO,SIN DATO,LICENCIATURA,TRUNCO,SIN DATO,SIN DATO
11499,APROBADO,POBLACION GENERAL,16029,AMPLIACION TEPEPAN,XOCHIMILCO,SOLTER0-A,SI,2,LICENCIATURA,CONCLUIDO,PSICOLOGIA,0 A 3 MESES
11500,APROBADO,POBLACION GENERAL,11800,ESCANDON I SECCION,MIGUEL HIDALGO,SIN DATO,SIN DATO,SIN DATO,SECUNDARIA,TRUNCO,SIN DATO,SIN DATO
11501,APROBADO,POBLACION GENERAL,16030,POTRERO DE SAN BERNARDINO,XOCHIMILCO,SOLTER0-A,SI,2,TECNICA/COMERCIAL,CONCLUIDO,ASISTENTE DIRECTIVO,0 A 3 MESES
11502,APROBADO,POBLACION GENERAL,10020,CUAUHTEMOC,LA MAGDALENA CONTRERAS,SIN DATO,SIN DATO,SIN DATO,LICENCIATURA,CONCLUIDO,SIN DATO,SIN DATO
11503,APROBADO,POBLACION GENERAL,16070,BARRIO LA GUADALUPITA,XOCHIMILCO,SOLTER0-A,SI,2,LICENCIATURA,CONCLUIDO,CONTADURIA,0 A 3 MESES
11504,NO APROBADO,POBLACION GENERAL,1280,LA JOYA,ALVARO OBREGON,SIN DATO,SIN DATO,SIN DATO,SECUNDARIA,CONCLUIDO,SIN DATO,SIN DATO
11505,APROBADO,POBLACION GENERAL,16050,BARRIO SAN MARCOS,XOCHIMILCO,SOLTER0-A,NO,SIN DATO,PRIMARIA,CONCLUIDO,SIN DATO,0 A 3 MESES
11506,APROBADO,POBLACION GENERAL,7870,GUADALUPE INSURGENTES,GUSTAVO A MADERO,SIN DATO,SIN DATO,SIN DATO,TECNICA/COMERCIAL,CONCLUIDO,SIN DATO,SIN DATO
11507,NO APROBADO,POBLACION GENERAL,16880,SANTA CECILIA TEPETLAPA,XOCHIMILCO,SOLTER0-A,SI,2,BACHILLERATO,CONCLUIDO,SIN DATO,0 A 3 MESES
11508,APROBADO,POBLACION GENERAL,1377,JALALPA EL GRANDE,ALVARO OBREGON,SIN DATO,SIN DATO,SIN DATO,LICENCIATURA,CONCLUIDO,SIN DATO,SIN DATO
11509,APROBADO,POBLACION GENERAL,16400,SAN LORENZO ATEMOAYA,XOCHIMILCO,SOLTER0-A,SI,1,TECNICA/COMERCIAL,CONCLUIDO,PROGRAMACION,0 A 3 MESES
11510,APROBADO,POB. PRIORITARIA AGRICULTORES AFECTADO,01410,PALMAS,ALVARO OBREGON,SIN DATO,SIN DATO,SIN DATO,BACHILLERATO,CONCLUIDO,SIN DATO,SIN DATO
11511,APROBADO,POBLACION GENERAL,16020,SANTA MARIA TEPEPAN,XOCHIMILCO,SOLTER0-A,SI,2,BACHILLERATO,CONCLUIDO,SIN DATO,0 A 3 MESES
11512,NO APROBADO,POBLACION GENERAL,15960,DEL PARQUE,GUSTAVO A MADERO,SIN DATO,NO,0,SECUNDARIA,CONCLUIDO,SIN DATO,SIN DATO
11513,APROBADO,POBLACION GENERAL,16100,SANTA CRUZ XOCHITEPEC,XOCHIMILCO,SOLTER0-A,SI,1,SECUNDARIA,CONCLUIDO,SIN DATO,6 MESES A 1 AÑO
11514,APROBADO,POBLACION GENERAL,7980,NARCISO BASSOLS,GUSTAVO A MADERO,SIN DATO,SIN DATO,SIN DATO,LICENCIATURA,CONCLUIDO,SIN DATO,SIN DATO
11515,APROBADO,POBLACION GENERAL,16300,SAN LUCAS XOCHIMANCA,XOCHIMILCO,SOLTER0-A,SI,3,BACHILLERATO,CONCLUIDO,SIN DATO,0 A 3 MESES
11516,APROBADO,POBLACION GENERAL,04369,PEDREGAL DE SANTO DOMINGO,COYOACAN,SIN DATO,SIN DATO,SIN DATO,SECUNDARIA,CONCLUIDO,SIN DATO,SIN DATO
11517,APROBADO,POBLACION GENERAL,16780,SAN FRANCISCO CHIQUIMOLA,XOCHIMILCO,CASADO-A,SI,2,SECUNDARIA,CONCLUIDO,SIN DATO,0 A 3 MESES
11518,NO APROBADO,POBLACION GENERAL,12000,LA LUZ,MILPA ALTA,SIN DATO,SIN DATO,SIN DATO,SECUNDARIA,CONCLUIDO,SIN DATO,SIN DATO
11519,APROBADO,POBLACION GENERAL,16244,TLAXOPAN NORTE,XOCHIMILCO,CASADO-A,SI,2,SECUNDARIA,CONCLUIDO,SIN DATO,3 A 6 MESES
11520,APROBADO,POBLACION GENERAL,16200,SANTIAGO TEPALCATLALPAN,XOCHIMILCO,SIN DATO,NO,0,LICENCIATURA,CONCLUIDO,SIN DATO,SIN DATO
11521,APROBADO,POBLACION GENERAL,16000,BARRIO SAN JUAN,XOCHIMILCO,CASADO-A,SI,2,LICENCIATURA,CONCLUIDO,CONTADOR PUBLICO,0 A 3 MESES
11522,NO APROBADO,POBLACION GENERAL,6200,MORELOS,GUSTAVO A MADERO,SIN DATO,NO,0,LICENCIATURA,TRUNCO,SIN DATO,SIN DATO
11523,APROBADO,POBLACION GENERAL,16420,SAN JERONIMO,XOCHIMILCO,CASADO-A,SI,2,LICENCIATURA,TRUNCO,LICENCIATURA EN CONTADURIA,3 A 6 MESES
11524,NO APROBADO,POBLACION GENERAL,09080,CACAMA,IZTAPALAPA,SIN DATO,SIN DATO,SIN DATO,LICENCIATURA,TRUNCO,SIN DATO,SIN DATO
11525,APROBADO,POBLACION GENERAL,16100,SANTA CRUZ XOCHITEPEC,XOCHIMILCO,SOLTER0-A,SI,2,LICENCIATURA,CONCLUIDO,LICENCIATURA EN CIENCIAS DE LA INFORMATICA,0 A 3 MESES
11526,NO APROBADO,POB. PRIORITARIA AFECTADOS POR EL SISMO,13273,LA DRAGA,TLAHUAC,SIN DATO,SIN DATO,SIN DATO,SECUNDARIA,TRUNCO,SIN DATO,SIN DATO
11527,APROBADO,POBLACION GENERAL,16030,POTRERO DE SAN BERNARDINO,XOCHIMILCO,SOLTER0-A,SI,2,LICENCIATURA,CONCLUIDO,CONTADOR,6 MESES A 1 AÑO
11528,NO APROBADO,POBLACION GENERAL,4250,PASEOS DE TAXQUEÑA,COYOACAN,SIN DATO,SIN DATO,SIN DATO,LICENCIATURA,CONCLUIDO,SIN DATO,SIN DATO
11529,APROBADO,POBLACION GENERAL,16710,QUIRINO MENDOZA,XOCHIMILCO,SOLTER0-A,NO,SIN DATO,TECNICA/COMERCIAL,CONCLUIDO,CONTADOR PUBLICO,6 MESES A 1 AÑO
11530,NO APROBADO,POBLACION GENERAL,1400,OLIVAR DEL CONDE 1A SECCION,GUSTAVO A MADERO,SIN DATO,NO,0,BACHILLERATO,TRUNCO,SIN DATO,SIN DATO
11531,APROBADO,POBLACION GENERAL,16710,QUIRINO MENDOZA,XOCHIMILCO,SOLTER0-A,SI,2,TECNICA/COMERCIAL,TRUNCO,LABORATORISTA CLINICO,6 MESES A 1 AÑO
11532,NO APROBADO,POBLACION GENERAL,07839,GERTRUDIS SANCHEZ 2A SECCION,GUSTAVO A MADERO,SIN DATO,SIN DATO,SIN DATO,LICENCIATURA,TRUNCO,SIN DATO,SIN DATO
11533,APROBADO,POBLACION GENERAL,16030,POTRERO DE SAN BERNARDINO,XOCHIMILCO,CASADO-A,SI,1,POSGRADO,CONCLUIDO,MAESTRIA EN DESARROLLO HUMANO,3 A 6 MESES
11534,APROBADO,POBLACION GENERAL,07210,CHALMA DE GUADALUPE,GUSTAVO A MADERO,SIN DATO,NO,0,SECUNDARIA,CONCLUIDO,SIN DATO,SIN DATO
11535,APROBADO,POBLACION GENERAL,16038,AMPLIACION SAN MARCOS NORTE,XOCHIMILCO,SOLTER0-A,NO,SIN DATO,LICENCIATURA,CONCLUIDO,PEDAGOGIA,3 A 6 MESES
11536,APROBADO,POBLACION GENERAL,3100,DEL VALLE CENTRO,BENITO JUAREZ,CASADO-A,SI,2,LICENCIATURA,CONCLUIDO,"INVESTIGADORES Y ESPECIALISTAS EN CIENCIAS BIOLOGICAS, QUIMICAS Y DEL MEDIO AMBIENTE",SIN DATO
11537,APROBADO,POBLACION GENERAL,16010,PASEOS DEL SUR,XOCHIMILCO,SOLTER0-A,SI,1,BACHILLERATO,CONCLUIDO,SIN DATO,0 A 3 MESES
11538,NO APROBADO,POBLACION GENERAL,9310,LEYES DE REFORMA 2A SECCION,IZTAPALAPA,SIN DATO,SIN DATO,SIN DATO,BACHILLERATO,CONCLUIDO,SIN DATO,SIN DATO
11539,APROBADO,POBLACION GENERAL,16500,SANTA CRUZ ACALPIXCA,XOCHIMILCO,SOLTER0-A,SI,3,SECUNDARIA,CONCLUIDO,SIN DATO,3 A 6 MESES
11540,NO APROBADO,POBLACION GENERAL,9570,SANTA MARIA AZTAHUACAN,IZTAPALAPA,SIN DATO,SIN DATO,SIN DATO,LICENCIATURA,CONCLUIDO,SIN DATO,SIN DATO
11541,APROBADO,POBLACION GENERAL,16610,SAN LUIS TLAXIALTEMALCO,XOCHIMILCO,CASADO-A,SI,3,LICENCIATURA,CONCLUIDO,LICENCIATURA EN CONTADURIA,0 A 3 MESES
11542,NO APROBADO,POBLACION GENERAL,9200,UNIDAD VICENTE GUERRERO,IZTAPALAPA,SIN DATO,SIN DATO,SIN DATO,POSGRADO,CONCLUIDO,SIN DATO,SIN DATO
11543,APROBADO,POBLACION GENERAL,14387,EX HACIENDA SAN JUAN DE DIOS,TLALPAN,SOLTER0-A,SI,2,SECUNDARIA,TRUNCO,SIN DATO,0 A 3 MESES
11544,NO APROBADO,POBLACION GENERAL,15000,GENERAL IGNACIO ZARAGOZA,VENUSTIANO CARRANZA,SIN DATO,SIN DATO,SIN DATO,BACHILLERATO,TRUNCO,SIN DATO,SIN DATO
11545,APROBADO,POBLACION GENERAL,16450,SANTA MARIA NATIVITAS,XOCHIMILCO,SOLTER0-A,SI,1,BACHILLERATO,CONCLUIDO,SIN DATO,0 A 3 MESES
11546,NO APROBADO,POBLACION GENERAL,15740,AVIACION CIVIL,VENUSTIANO CARRANZA,SIN DATO,SIN DATO,SIN DATO,BACHILLERATO,CONCLUIDO,SIN DATO,SIN DATO
11547,APROBADO,POBLACION GENERAL,16800,SAN MATEO XALPA,XOCHIMILCO,CASADO-A,NO,SIN DATO,LICENCIATURA,CONCLUIDO,INGENIERIA MECANICA,3 A 6 MESES
11548,NO APROBADO,POBLACION GENERAL,1510,LA ARAÑA,ALVARO OBREGON,SIN DATO,SIN DATO,SIN DATO,SECUNDARIA,CONCLUIDO,SIN DATO,SIN DATO
11549,APROBADO,POBLACION GENERAL,13450,OJO DE AGUA,TLAHUAC,CASADO-A,SI,3,LICENCIATURA,TRUNCO,INGENIERIA INDUSTRIAL,3 A 6 MESES
11550,APROBADO,POBLACION GENERAL,06000,CENTRO (AREA 1),CUAUHTEMOC,SIN DATO,SIN DATO,SIN DATO,LICENCIATURA,CONCLUIDO,SIN DATO,SIN DATO
11551,APROBADO,POBLACION GENERAL,16800,SAN MATEO XALPA,XOCHIMILCO,SOLTER0-A,NO,SIN DATO,BACHILLERATO,CONCLUIDO,SIN DATO,0 A 3 MESES
11552,NO APROBADO,POBLACION GENERAL,15100,ZONA CENTRO,VENUSTIANO CARRANZA,SIN DATO,SIN DATO,SIN DATO,BACHILLERATO,CONCLUIDO,SIN DATO,SIN DATO
11553,APROBADO,POBLACION GENERAL,16010,BOSQUE RESIDENCIAL DEL SUR,XOCHIMILCO,CASADO-A,SI,2,BACHILLERATO,TRUNCO,SIN DATO,0 A 3 MESES
11554,APROBADO,POBLACION GENERAL,4850,FUENTES DE COYOACAN,COYOACAN,SIN DATO,SIN DATO,SIN DATO,LICENCIATURA,TRUNCO,SIN DATO,SIN DATO
11555,APROBADO,POBLACION GENERAL,16450,SANTA MARIA NATIVITAS,XOCHIMILCO,CASADO-A,SI,2,BACHILLERATO,TRUNCO,SIN DATO,0 A 3 MESES
11556,NO APROBADO,POBLACION GENERAL,14640,EJIDOS DE SAN PEDRO MARTIR,TLALPAN,SIN DATO,SIN DATO,SIN DATO,LICENCIATURA,TRUNCO,SIN DATO,SIN DATO
11557,NO APROBADO,POBLACION GENERAL,7950,SAN JUAN DE ARAGON,GUSTAVO A MADERO,SIN DATO,NO,0,BACHILLERATO,CONCLUIDO,SIN DATO,SIN DATO
11558,NO APROBADO,POBLACION GENERAL,07119,MALACATES,GUSTAVO A MADERO,SIN DATO,SIN DATO,SIN DATO,LICENCIATURA,CONCLUIDO,SIN DATO,SIN DATO
11559,APROBADO,POBLACION GENERAL,6700,ROMA NORTE,GUSTAVO A MADERO,SIN DATO,NO,0,LICENCIATURA,TRUNCO,SIN DATO,SIN DATO
11560,APROBADO,POBLACION GENERAL,10600,EL ROSAL,LA MAGDALENA CONTRERAS,CASADO-A,SIN DATO,3,TECNICA/COMERCIAL,CONCLUIDO,NO APLICA,SIN DATO
11561,APROBADO,POBLACION GENERAL,6220,PERALVILLO,CUAUHTEMOC,SIN DATO,SIN DATO,SIN DATO,TECNICA/COMERCIAL,CONCLUIDO,SIN DATO,SIN DATO
11562,APROBADO,POBLACION GENERAL,9840,LOS REYES CULHUACAN,IZTAPALAPA,SIN DATO,SIN DATO,SIN DATO,LICENCIATURA,CONCLUIDO,SIN DATO,SIN DATO
11563,NO APROBADO,POBLACION GENERAL,15290,10 DE MAYO,VENUSTIANO CARRANZA,SIN DATO,SIN DATO,SIN DATO,SECUNDARIA,TRUNCO,SIN DATO,SIN DATO
